facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
#9796,Turner Plc Infirmary (St.)💊,Hospital,0.0,St. Michael,20250529,01-12-20,"-59.00399, 13.12661",
Nan,Turner-Group©,Community Health Centre,0.0,St. Lucy,20211114,February 15 2022,,Reinspection Due
91009B,"Powers, Munoz And White",Unknown,0.0,St. John Parish,April 04 2017,05 Jun 2024,Point(-58.71764 12.87688),Good
9799,Payne-Kim Hospital (St),Community Health Ctr.,0.0,St Andrew,02-10-25,20200501,,Good
9800,Miller-And-Sons Polyclinic (St.),Polyclinic 🏥,0.0,St. James Parish,19 Jul 2017,28/07/24,13°3′13″N 59°16′7″W,Needs Upgrade
09801,"Palmer, Lee And Mason Medical Center",Clinic,326.0,Christ Church,01 Jun 2022,14/07/23,,Reinspection Due
Nan,Roach-Wood Hosp.,Hospital,0.0,Christchurch,08 May 2019,September 26 2018,"12.93057, -59.12786",Nan
09803,Rodriguez-Plc Polyclinic,Community Health Centre,0.0,St. Peter,20240309,18 May 2020,,Follow-Up 2023
Dba9E0,"Miller, Brooks And Campbell Clinic",Community Health Centre,0.0,St. Lucy,10 Jan 2021,September 12 2023,"13.05755, -58.97232",
09805,Mora-Ortiz (St.),Clinic🌡️,0.0,St. Andrew Parish,22-05-20,November 11 2023,"12.99105, -59.12784",Nan
Edbd7C,Malone-And-Sons Hosp. (St.),Health Ctr.,0.0,St. Andrew,2018-09-23,20250530,12°55′13″N 59°5′33″W,Reinspection Due
35F75C,Keller-Castaneda Hosp.,Polyclinic 🏥,0.0,St. John,February 22 2018,February 05 2020,"12.79548, -58.83886",-
B0313D,Hill-Gutierrez Polyclinic,Hosp.,0.0,St. Peter Parish,20230526,20191101,Point(-58.85552 13.14068),Follow-Up 2023
Nan,"Martin, Moore And Roberts (St.)",Hosp.,0.0,St. Lucy,2019-01-11,27-10-19,Point(-59.29697 12.97974),
09810,"Anderson, Phillips And Torres Hospital (St.)",Unknown,0.0,St. Lucy Parish,January 01 2023,04-07-22,"-58.70135, 13.26290",Reinspection Due
Hf-9811,"Wright, Price And Adams Hosp. (St.)",Unknown,0.0,St. Lucy,23-01-19,April 17 2019,,Follow-Up 2023
Nan,Foley-James 🏥,Unknown,0.0,St. Lucy Parish,22 Sep 2022,03/11/24,"-59.01881, 13.20411",
09813,"Webb, Cuevas And Green Infirmary💊",Polyclinic 🏥,0.0,Christ Church,March 25 2018,20191112,"13.11802, -58.99403",Nan
09814,"Carroll, Olson And Glenn💊",Hosp.,0.0,St. Lucy Parish,01 Mar 2016,20200616,"-59.02855, 12.84584",Needs Upgrade
9815,"Wagner, Campbell And Smith Medical Center (St.George)",Health Centre,0.0,St.George,July 18 2017,04 Sep 2020,,Needs Upgrade
D83A03,Kelley Ltd 🏥 (St.),Hosp.,0.0,St. Lucy Parish,2022-01-31,2018-12-30,-58.78246;12.83738,Good
09817,Harris-Lester Hosp.,Unknown,0.0,St.Peter,06-05-24,07/04/25,13°15′6″N 58°54′19″W,Follow-Up 2023
9818,Maldonado-Herrera (St.),Polyclinic 🏥,0.0,St. James,20200721,23-10-18,13°1′40″N 58°47′7″W,Reinspection Due
F6Cb47,Webb-Perez Hospital💊,Hospital,0.0,Ycul .Ts,2025-04-10,23/07/22,Point(-59.12924 12.94316),Nan
Hf-9820,"Graham, Ross And Smith (St.)",Clinic,0.0,St. Peter,25 Aug 2018,31-07-25,"13.06570, -59.22492",-
9821,"Downs, Brennan And Kelly Hosp.",Unknown,0.0,St.George,2019-08-01,2022-10-18,13°7′33″N 59°3′58″W,Nan
Hf-9822,Campbell-Barton Polyclinic,Community Health Centre,0.0,St. George,14 Mar 2023,08-01-20,"-59.04312, 12.90972",Nan
Hf-9823,Huang Group Health Centre (Leahcim),Unknown,0.0,Leahcim .Ts,03 Oct 2018,December 24 2018,Point(-58.98757 13.18463),Nan
9824,"Morales,-Jacobs-And-Simon Hospital (Christ)",Polyclinic,0.0,Christ Church Parish,20210420,February 07 2021,Point(-59.03192 13.21600),Needs Upgrade
09825,Watts-Black 🏥 (St.),Hosp.,0.0,St. Andrew,26 Nov 2025,March 10 2020,-59.19257;13.10973,Nan
Nan,"Cole, Davis And Gregory",Health Centre,0.0,St. James Parish,12/10/22,23 Aug 2021,"-59.21952, 13.04761",Reinspection Due
39999A,"Patton, Gibson And Smith Hosp. (St.John)",Clinic,0.0,St.John,20-10-18,March 12 2022,Point(-58.83636 13.14277),
Nan,"Brown,-White-And-Sanchez",Polyclinic 🏥,0.0,St. Lucy,27/12/20,2019-05-26,"12.88844, -58.92057",Reinspection Due
2203Fc,"Lee, White And Joseph Polyclinic (St.Peter)",Health Centre,0.0,St.Peter,10 Oct 2023,18-11-21,,Follow-Up 2023
Hf-9830,Johnson And Sons 🏥 (Retep)💊,Unknown,0.0,Retep .Ts,15 Apr 2022,01/10/25,12°47′54″N 58°49′52″W,Good
Nan,"Mcdaniel, Stokes And Phillips Clinic",Community Health Ctr.,0.0,St. Lucy,08/09/17,June 26 2020,-59.27644;12.70846,Follow-Up 2023
Nan,Hammond-And-Sons,Unknown,0.0,St Peter,2016-08-14,20210820,"12.75066, -59.07235",-
#9833,Cruz-Wright Hospital (St.),Health Centre,0.0,St. Lucy Parish,27/10/19,15 Jun 2020,"12.97347, -58.70938",-
9833,Cruz-Wright Hosp. (St.),Health Centre,0.0,St. Lucy Parish,27/10/19,15 Jun 2020,"12.97347, -58.70938",-
Hf-9834,"Wolfe, Barker And Ballard Medical Center",Community Health Ctr.,0.0,St. Andrew,20161005,16-01-23,,Nan
Nan,Chavez Ltd Hosp.,Hospital,0.0,St. Lucy,11-09-19,2022-03-03,"-58.89178, 13.02697",Reinspection Due
Hf-9836,"Douglas, Gardner And Santana (St.)",Clinic,0.0,St. George Parish,02/12/17,October 14 2019,"12.87821, -58.72410",
#9837,Hernandez-Jacobs,Clinic,0.0,St. George,2021-11-27,August 30 2023,,Nan
9838,"Romero, Castillo And Hall (St.)",Clinic🌡️,0.0,St. James,May 25 2024,August 22 2025,,-
Nan,Richardson-Inc,Community Health Ctr.,140.0,St. Joseph,2016-06-08,18/09/23,13°15′46″N 58°58′41″W,♥
09840,Moyer Inc 🏥 (Christ),Hospital,0.0,Christ Church,21 Apr 2025,10-01-21,13°8′47″N 58°56′39″W,♥
Nan,"Rivera, Smith And Davis Polyclinic©",Chc,0.0,St. John,20160820,20250215,-59.05778;13.10516,-
Ad571A,Hall-Morse Polyclinic (Ycul)©,Unknown,0.0,Ycul .Ts,20231212,32/13/99,"12.84062, -58.86448",-
#9843,"Henderson, Krueger And Jones",Clinic🌡️,0.0,St. Michael,07-03-21,17/06/25,Point(-59.13151 12.82057),
#9844,Hall-And-Sons,Unknown,0.0,Christ Church,February 07 2016,20220820,12°54′34″N 59°1′19″W,Needs Upgrade
09845,"Higgins, Henderson And Vance",Hosp.,0.0,Leahcim .Ts,2023-09-10,April 21 2024,"13.11188, -59.14696",Reinspection Due
#9846,"Odom, Tucker And Garcia Hospital",Unknown,0.0,Hpesoj .Ts,20180906,2024-07-24,-58.76237;13.03848,
9847,Williams-Smith Clinic,Community Health Ctr.,0.0,Christ Church,20221023,10/04/23,"-59.03279, 12.97245",♥
Hf-9848,"Andrade, Dickson And Wilson Clinic✨",Health Ctr.,0.0,St. James,20200210,September 05 2022,12°45′6″N 59°13′50″W,-
Nan,"Moore, Hernandez And Thomas 🏥 (St.George)",Chc,308.0,St.George,02/04/19,18/04/21,12°45′54″N 59°0′14″W,Follow-Up 2023
B86Eb4,Bates-Myers 🏥©,Chc,0.0,St. Joseph,20251229,July 16 2023,"12.90594, -59.03447",Reinspection Due
09851,Brown-Group Medical Center,Unknown,0.0,St. Michael,31 Jul 2023,08 Sep 2023,,Reinspection Due
Nan,"Goodman, Kemp And Tucker Medical Center",Unknown,0.0,St. John Parish,16/09/21,August 09 2019,"12.82759, -59.17894",Nan
Nan,Roberts-Hall Hosp. (St.),Hospital,0.0,St. Michael,16/04/20,05-07-19,-58.94337;12.71239,Nan
Hf-9854,Anderson Plc Health Centre (St.),Health Centre,0.0,St. Lucy Parish,23 Nov 2017,2023-08-10,,♥
09855,Williams-Lopez,Chc,0.0,St.James,February 14 2023,December 23 2018,Point(-59.01463 12.71830),
Nan,Vasquez-Sampson Health Centre,Clinic,243.0,St.John,February 02 2022,2023-03-13,Point(-58.79340 12.87561),
Nan,Burke-Plc Health Centre,Health Ctr.,0.0,St. Lucy Parish,25/12/19,20220129,-59.00936;13.25167,Good
Nan,Robertson-Robinson,Clinic🌡️,0.0,St. Michael,11/09/19,02/05/24,,Nan
09859,"Williams, Rogers And Pitts Medical Center (St.)",Health Centre,0.0,St. George Parish,02 Feb 2024,2018-08-13,Point(-58.72827 13.15835),Follow-Up 2023
9860,Ramirez Group (St.),Community Health Ctr.,0.0,St. Andrew,02-10-20,February 22 2020,12°48′36″N 59°15′16″W,Follow-Up 2023
Nan,Bolton-Fields,Polyclinic 🏥,0.0,St. Peter,2019-09-04,23/05/21,-58.75828;12.72582,Reinspection Due
#9862,Wilson-Scott Polyclinic,Health Centre,0.0,St.Michael,January 25 2016,02-03-20,12°51′59″N 58°51′40″W,Reinspection Due
09863,"Weber, Matthews And Charles Polyclinic (St.)",Unknown,0.0,St. Michael,2023-02-21,01-11-18,"-58.88780, 13.14426",-
09864,"Williams, Frazier And Morgan Clinic",Clinic🌡️,0.0,St James,April 02 2018,April 04 2025,,-
D99A4C,"Sims, Morris And Wright©",Hosp.,149.0,St Michael,26-03-20,September 04 2023,"-58.98435, 13.11038",Follow-Up 2023
Nan,Greene-Ward Hospital,Polyclinic 🏥,0.0,St.Peter,02 Oct 2020,July 02 2025,Point(-59.00170 13.00146),Nan
Nan,Greene-Ward Hosp.,Polyclinic 🏥,0.0,St.Peter,02 Oct 2020,July 02 2025,Point(-59.00170 13.00146),Nan
Nan,"Pollard, Massey And Jackson Infirmary",Community Health Ctr.,0.0,Hpesoj .Ts,July 27 2024,28-04-22,-58.92455;12.71676,Nan
Nan,"Santana, Griffin And Foley (St)",Community Health Centre,0.0,St Joseph,12 Mar 2023,26 Dec 2018,,Needs Upgrade
#9869,"Edwards, Combs And Simmons Hosp.",Health Ctr.,0.0,St. Lucy,01/04/17,2019-04-19,"-59.15846, 12.74716",♥
E0Cde2,Thompson-Villanueva Hosp.,Hospital,0.0,Nhoj .Ts,12/01/24,2025-08-02,"12.95905, -58.93751",Reinspection Due
6B88E4,"Hodge,-Ingram-And-Brooks Polyclinic (St.)",Health Centre,0.0,St. Joseph,20180513,02/10/19,,Nan
Nan,Stanley Llc Medical Center,Health Centre,0.0,St. Michael Parish,January 30 2016,20201122,,Needs Upgrade
9873,Willis-Orr Medical Center,Unknown,0.0,St.George,09-01-19,03 Oct 2021,12°58′27″N 59°5′4″W,Needs Upgrade
F0A7Ae,"Holmes, Richard And Lane (St)✨",Health Centre,0.0,St Lucy,20-09-16,20210410,"-59.10714, 13.17389",
#9875,"Duke, Jones And Blackwell Medical Center",Health Ctr.,0.0,St. Michael Parish,16/12/19,20241019,,-
9876,Reynolds-Hughes,Unknown,0.0,St.George,05/04/19,June 05 2024,,
D6Aba8,Mercado-Inc Health Centre,Polyclinic 🏥,0.0,Hpesoj .Ts,14-06-16,04 May 2020,12°53′7″N 59°5′29″W,♥
Nan,"Jacobson, Farmer And Hoover Medical Center (St)",Health Centre,0.0,St Andrew,32/13/99,20250628,"-58.92875, 12.72337",Nan
#9879,"Rodriguez, Parsons And Cruz Hosp. (St.)",Clinic,0.0,St. Joseph,20250619,March 07 2022,"-58.70683, 12.91455",Needs Upgrade
33D386,"King,-Johnson-And-Thompson Hospital",Unknown,0.0,St. Joseph,2020-07-25,2024-02-17,,Nan
Hf-9881,"Allen, Johnson And Best Infirmary",Chc,0.0,St.Peter,19 Feb 2024,15-09-21,,Nan
Nan,Watts Group Infirmary,Health Ctr.,0.0,St. Joseph,29 Jul 2017,December 06 2025,Point(-59.27449 12.95473),-
204155,Mendoza-Montoya (Christ),Chc,0.0,Christ Church,11 Jan 2019,12/01/20,"13.07437, -58.83287",♥
Nan,"Robinson-Serrano Medical Center
Newline",Unknown,0.0,St. James Parish,20170316,February 11 2019,,Follow-Up 2023
F0F76F,Elliott-Campbell 🏥,Clinic,177.0,St James,2020-03-02,20200925,"-58.94335, 13.20348",Nan
9886,Greer-Llc Polyclinic,Polyclinic,0.0,St. George,17-02-22,19-05-19,"13.14413, -58.85215",Good
Hf-9887,Stone Ltd Hosp. (St.),Chc,0.0,St. Michael,23/06/18,March 07 2021,"-59.09398, 12.74299",Needs Upgrade
Hf-9888,"Davis, Lang And Banks Medical Center",Hospital,0.0,Ycul .Ts,20190619,26 Jun 2021,"-59.13520, 12.98204",Needs Upgrade
Hf-9889,Thompson-Schwartz Clinic,Clinic,0.0,St. George,02 Sep 2021,01 Dec 2022,Point(-58.72087 13.05291),Good
Hf-9890,Meyer-Navarro,Hospital,0.0,St.Andrew,13/07/23,2019-07-16,,♥
Nan,Wilson-Williams,Health Centre,0.0,St. George,06/05/17,2025-03-14,Point(-59.01962 13.06101),♥
Nan,Cox-Moore Medical Center (St),Health Ctr.,219.0,St Peter,2025-06-02,April 23 2018,Point(-59.02049 13.04427),Reinspection Due
9Df748,Smith-Group Medical Center (St.),Health Centre,0.0,St. John,May 19 2024,09 Nov 2025,,♥
Nan,Brown Llc,Health Ctr.,223.0,St.Andrew,2017-01-09,11-11-23,"-59.08064, 13.11308",Follow-Up 2023
#9895,Griffin-And-Sons Clinic,Polyclinic 🏥,0.0,St. Andrew,24 Mar 2023,32/13/99,,Follow-Up 2023
Nan,"Johnson, Johnson And Coleman Medical Center (St)",Health Ctr.,0.0,St George,2017-12-20,January 17 2020,-58.91883;13.12617,
9897,"Jones, Sullivan And Myers Hospital",Hospital,0.0,St. Michael,28/02/23,2023-12-18,-58.87654;12.94707,♥
9898,Lewis-Hansen Polyclinic,Polyclinic,0.0,St. Michael,11/11/22,13/05/23,-59.09982;12.99562,Nan
09899,Brown-And-Sons 🏥 (St.),Chc,0.0,St. James,07-09-17,2022-09-24,13°0′29″N 59°2′35″W,Reinspection Due
B85D88,Henson-Stevenson Infirmary (St.),Hosp.,0.0,St. James Parish,07 May 2022,03-06-19,"13.05808, -59.14849",Reinspection Due
Hf-9901,Browning-Arellano Hosp.,Health Ctr.,0.0,St. Michael Parish,27 Aug 2017,2022-06-12,,Good
9902,Alexander Llc Infirmary,Health Ctr.,0.0,St. James,30-06-23,22/12/23,"13.08251, -58.98977",Nan
Nan,Fischer-Johnson Infirmary (St.),Unknown,0.0,St. Peter,2023-02-16,August 02 2025,,Good
Nan,Alvarez-Brown 🏥 (St.James),Chc,0.0,St.James,13 Jun 2019,March 04 2025,"13.04233, -58.86532",Reinspection Due
B5377A,Dunn-Snyder Medical Center (St.),Hospital,0.0,St. Joseph,10/06/19,26/08/23,-59.14094;12.96060,Nan
#9906,Gutierrez-Allen Medical Center (St.),Community Health Centre,0.0,St. James Parish,2022-02-21,August 19 2023,,Follow-Up 2023
#9907,Jackson-Jimenez Clinic,Community Health Ctr.,0.0,Christchurch,2023-05-02,12/05/22,13°12′24″N 58°43′12″W,Follow-Up 2023
#9907,Jackson-Jimenez Clin.,Community Health Ctr.,0.0,Christchurch,2023-05-02,12/05/22,13°12′24″N 58°43′12″W,Follow-Up 2023
#9908,Snyder-Stewart Infirmary✨,Clinic🌡️,0.0,St. John,March 03 2016,08/12/19,-59.12963;12.88133,Nan
B7B9D6,"Chambers, Miller And Ellis",Polyclinic 🏥,0.0,Hcruhc Tsirhc,19-08-17,December 02 2020,,Good
09910,Johnson Group Infirmary,Hosp.,0.0,St.James,30 Nov 2017,20241207,"13.02664, -58.78969",-
56Da96,Rodriguez-Rowe,Hospital,0.0,St. Andrew,October 17 2023,20190725,-58.88989;12.96529,Reinspection Due
Nan,Jordan-David Infirmary,Chc,0.0,St. Joseph,13-05-23,19/01/23,"-59.19557, 13.16627",Follow-Up 2023
#9913,Jackson-Green Hospital,Community Health Ctr.,0.0,Christ Church,2025-07-05,20231020,Point(-59.29582 12.87290),Nan
Nan,"Smith, Salinas And Smith Hospital",Unknown,0.0,St. James Parish,24-12-20,14/10/21,"-58.80776, 13.20178",Needs Upgrade
Nan,"Smith, Salinas And Smith Hosp.",Unknown,0.0,St. James Parish,24-12-20,14/10/21,"-58.80776, 13.20178",Needs Upgrade
Nan,Bryant-Llc (Christ),Community Health Ctr.,0.0,Christ Church,23-10-25,2018-06-24,,Reinspection Due
9916,"Hughes,-Ashley-And-Torres Hosp.",Health Centre,0.0,Christ Church Parish,27-08-18,07/07/24,"12.87296, -58.74632",
#9917,Edwards-Hernandez Hospital (St.),Polyclinic 🏥,197.0,St. Lucy,2024-01-14,20230315,"-58.76526, 12.82833",Nan
Nan,Lopez-Owens,Polyclinic 🏥,0.0,Semaj .Ts,28/12/20,11/06/22,-59.17391;13.29916,Nan
B97883,Roman-Green,Polyclinic,0.0,Christ Church,21/10/16,2020-10-04,-58.74168;12.93171,Reinspection Due
Hf-9920,Russell-Mejia Clinic,Unknown,0.0,St. Andrew,January 09 2021,April 06 2021,,
Ba21E2,Fields-And-Sons Clinic (St.),Unknown,0.0,St. Michael,2020-09-18,27 Apr 2020,Point(-58.88736 13.19456),Reinspection Due
Hf-9922,Villanueva Plc Health Centre,Community Health Centre,0.0,St.John,08 Sep 2018,2019-12-03,,Nan
#9923,"Randall, Chandler And Knight (St.)",Health Ctr.,0.0,St. Lucy Parish,2020-04-04,18-10-19,12°56′17″N 59°3′7″W,Good
Nan,"Young,-Randolph-And-Guzman Clinic",Chc,0.0,St. George,March 07 2017,June 04 2019,-59.02038;13.25655,-
Fa8795,Hunt-Rose (St),Polyclinic 🏥,0.0,St Michael,28 Jan 2017,28-02-20,Point(-58.78169 13.18611),
Nan,Conner-Floyd Hospital,Clinic,0.0,St. Lucy,December 01 2020,27/02/20,12°55′23″N 59°6′15″W,Follow-Up 2023
Hf-9927,Brewer-Gibson Hosp.,Clinic🌡️,0.0,St. Peter,August 12 2017,August 19 2025,"13.17011, -58.97704",Good
Nan,"Mcgee,-Kramer-And-Rodriguez (St)",Unknown,385.0,St John,18/07/24,21/09/20,13°12′7″N 59°6′35″W,Nan
Nan,"Yang,-Munoz-And-Friedman Hospital (St.)",Health Ctr.,0.0,St. Peter,11/12/23,03/01/20,12°59′58″N 58°42′42″W,♥
Nan,Marshall Ltd (St.),Community Health Centre,0.0,St. George,11/11/21,19 Dec 2023,"13.02074, -58.75959",
Hf-9931,Henson-Austin Hospital💊,Clinic,0.0,St. James,August 12 2016,2022-02-27,"13.07618, -59.27451",Nan
4Ce8A9,"Thompson, Cruz And Robinson Medical Center",Community Health Ctr.,0.0,St. Joseph Parish,29 Nov 2016,20230116,"12.96653, -58.99332",-
09933,Daniels-Lewis Health Centre (St.)💊,Polyclinic,0.0,St. John Parish,20221120,20201127,12°43′50″N 58°55′25″W,Good
Nan,"Barnes, Richardson And Leonard Hosp. (St.)",Hospital,242.0,St. Joseph,19-11-24,21/09/21,-59.11794;12.85921,Follow-Up 2023
Hf-9935,Martin-Haney Medical Center (St.),Clinic,0.0,St. James,2020-06-20,20220928,,Nan
09936,"Chandler,-Wilson-And-Perez💊",Chc,0.0,St. Lucy,31 Jul 2016,04 Oct 2019,13°6′10″N 58°48′13″W,Follow-Up 2023
09937,"Kirby, Merritt And Carter Polyclinic (St)",Unknown,0.0,St Michael,27-05-23,23/01/24,,Good
9938,Snyder And Sons,Community Health Centre,0.0,St.Michael,20200203,2020-01-11,"-58.75714, 12.79163",Nan
9939,Mclaughlin-Rivers Infirmary (St.),Polyclinic 🏥,0.0,St. Joseph,July 20 2021,2025-02-03,Point(-59.17195 12.77854),
C2A61D,Jones-Aguilar Hosp. (St.),Community Health Centre,0.0,St. George,July 15 2018,May 08 2022,Point(-58.96979 13.15787),Follow-Up 2023
Nan,"Murray, Winters And Lewis
Newline",Polyclinic 🏥,0.0,St. Joseph Parish,December 08 2024,20-10-24,13°16′57″N 58°49′41″W,♥
09942,Nguyen Llc (St.),Health Ctr.,0.0,St. Joseph,02/04/21,12-08-19,-58.94756;12.79248,-
#9943,May-Plc Infirmary (St.),Health Ctr.,0.0,St. George,2019-03-22,20180216,,
Hf-9944,"Smith, Lopez And Turner Medical Center",Community Health Centre,0.0,St. John,08/03/20,25-03-23,13°13′28″N 59°2′2″W,Reinspection Due
42C660,"Brown,-Stanley-And-White Infirmary (St.)💊",Community Health Ctr.,0.0,St. James,15/07/25,11 Jul 2021,12°44′51″N 59°10′32″W,Nan
9946,Hill Plc Clinic (St.),Health Ctr.,0.0,St. Peter,2018-05-24,29-08-23,Point(-58.88330 12.78262),♥
9946,Hill Plc Clin. (St.),Health Ctr.,0.0,St. Peter,2018-05-24,29-08-23,Point(-58.88330 12.78262),♥
Hf-9947,Harvey-Bradley Hospital,Health Ctr.,0.0,St. Andrew,20190110,31 Jul 2020,13°7′13″N 59°7′18″W,♥
Hf-9948,"Wilson,-Armstrong-And-Nicholson Clinic",Health Centre,198.0,Semaj .Ts,19-11-17,18 Jun 2023,Point(-58.74294 13.17336),Reinspection Due
9949,Webster Inc Polyclinic,Health Ctr.,0.0,St. Lucy,2018-01-09,October 14 2019,Point(-58.81873 13.17437),Needs Upgrade
Nan,Mitchell Llc Infirmary,Hospital,0.0,St.James,January 08 2025,20/05/21,Point(-59.08806 12.92597),
Hf-9951,"Sims,-Smith-And-Hayes Hosp. (St)",Unknown,0.0,St Andrew,18 Oct 2025,20-06-25,Point(-58.90403 13.28742),Good
Hf-9952,"Wilson And Sons Health Centre (St.)
Newline",Community Health Centre,0.0,St. James,October 25 2016,06/01/25,,Follow-Up 2023
09953,Casey Plc Infirmary,Health Ctr.,0.0,St. James,2025-07-02,06 Oct 2024,"12.96446, -58.85714",
#9954,Torres-Bowman Clinic,Hospital,0.0,St. George Parish,28 Jul 2016,07 Oct 2018,12°46′39″N 59°2′55″W,♥
#9955,Fischer-Miller Hospital,Hosp.,0.0,St Joseph,2023-08-25,20200731,Point(-58.87912 13.17634),
3A49Bb,"Brady,-Beard-And-Pearson",Health Centre,0.0,Nhoj .Ts,29-04-18,28/12/19,13°5′16″N 58°58′49″W,Follow-Up 2023
Nan,"Marquez, Sims And Morris 🏥",Health Centre,0.0,Christ Church,22 Feb 2021,20240519,"-59.16671, 12.80296",Needs Upgrade
Nan,Garcia-Long Health Centre (St.),Polyclinic,0.0,St. Peter,15-06-17,20210822,"13.05129, -59.17304",Reinspection Due
15171B,Winters And Sons Medical Center,Clinic,0.0,St.Lucy,2024-04-24,December 13 2018,"13.29339, -59.14165",♥
4C5810,"Patterson, Brown And Lamb Infirmary",Hosp.,0.0,St. Andrew,23-09-19,19-12-24,"-59.08052, 13.10359",♥
#9961,Ellison Plc Health Centre,Community Health Ctr.,0.0,St. Andrew,14/01/18,18 Nov 2018,Point(-59.21918 13.02857),Good
#9962,Jones-Inc Medical Center (St.),Chc,0.0,St. Michael,01-10-22,20/06/18,-58.81681;13.12863,Nan
09963,"Castillo, Petersen And Armstrong (Hcruhc)",Community Health Centre,44.0,Hcruhc Tsirhc,2024-09-21,31-08-19,"12.75165, -59.00662",Nan
Nan,Fuentes-Booth Infirmary,Community Health Ctr.,0.0,St. Peter,28 May 2025,19 May 2023,-59.24347;13.06813,
Nan,"Cain, Fischer And Gilbert (St.)✨",Hospital,0.0,St. Joseph Parish,32/13/99,27-06-24,-58.86982;12.76919,♥
Nan,"Moreno, Bowen And Lewis Health Centre",Community Health Centre,0.0,St. Peter,23-06-18,2018-02-06,"13.12320, -59.13374",Good
Nan,"Copeland-Russell
Newline",Chc,0.0,Retep .Ts,09 May 2021,2022-12-01,"12.93851, -59.07654",♥
9456Bb,Smith-Odom Infirmary,Health Ctr.,0.0,St. Peter,August 26 2018,18/08/24,-58.74596;12.76110,-
Hf-9969,"Gomez, Holmes And Hill Polyclinic",Community Health Centre,0.0,St Andrew,27-08-22,03 Oct 2019,-59.08220;13.25967,Nan
09970,Valdez-Thomas Infirmary,Community Health Ctr.,0.0,St.James,24 Apr 2019,20190119,,Nan
09971,Murphy-Carter Hospital (Christ),Clinic,0.0,Christ Church,03/09/23,20250519,13°14′2″N 59°6′20″W,Nan
09971,Murphy-Carter Hosp. (Christ),Clinic,0.0,Christ Church,03/09/23,20250519,13°14′2″N 59°6′20″W,Nan
Nan,"Perkins-Johnson Hospital (St.)
Newline",Hospital,0.0,St. James,09/06/19,2023-02-06,,Needs Upgrade
9973,"Carter, Brennan And Brown Infirmary©",Unknown,0.0,St. Peter,16-11-16,20200514,"12.78089, -58.99586",♥
04C144,"Allen,-Miller-And-Hernandez Hospital (St.)",Community Health Centre,0.0,St. Lucy,12-12-24,19/02/22,"-59.05108, 13.26365",♥
9975,Miller-Ramirez Polyclinic (St),Polyclinic 🏥,0.0,St George,26 Jan 2024,23 Feb 2023,,
Ec8Ff4,"Ellis, Hall And Mahoney Health Centre (St.)",Chc,0.0,St. Lucy,16/05/23,2023-10-07,Point(-58.78072 13.17492),Follow-Up 2023
09977,Matthews Group Clinic,Polyclinic 🏥,0.0,Retep .Ts,14-04-19,15-11-19,,Follow-Up 2023
09978,Ochoa-Horn Polyclinic (St.),Hosp.,440.0,St. Lucy,20240617,20211018,Point(-58.80195 12.79622),Nan
#9979,Bullock And Sons Health Centre,Hospital,0.0,St. Lucy,29-01-20,30 Dec 2024,-59.24105;12.98014,Needs Upgrade
09980,"Jackson Plc Hosp. (St.)
Newline",Polyclinic,0.0,St. James,04/08/19,22/09/23,,Nan
9981,"Cooper, Fowler And Williams Hospital",Community Health Ctr.,0.0,St. John,June 20 2025,2020-10-04,"13.23953, -59.07019",Needs Upgrade
